hr_code,full_name,structure_name,position,status,manager_id,tenure,termination_date,employee_cost
E000644,James Parker,Customer Support,Support Specialist,Active,HR000063,10,,115555.12
HR000645,Lisa Torres,Human Resources,HR Manager,Active,EMP000167,6,,196081.67
CV000646,Nicholas Lopez,Human Resources,CHRO,Active,,25,,492539.08
CV000647,Gary Turner,Executive Management,Executive Assistant,Active,EMP000328,6,,72759.18
E000648,Ronald King,Customer Support,Support Specialist,Terminated,HR000438,2,2025-04-17,84227.63
HR000649,Debra Hernandez,Engineering,Staff Engineer,Active,HR000376,5,,109763.0
EMP000650,Eric Adams,Customer Support,Support Specialist,Active,E000586,20,,117585.77
EMP000651,Ashley Ramirez,Executive Management,Executive Assistant,Active,E000088,3,,71561.65
E000652,Raymond Parker,Human Resources,Talent Acquisition Lead,Active,EMP000192,18,,226934.47
EMP000653,Catherine Flores,Human Resources,HR Business Partner,Active,EMP000448,4,,61849.48
HR000654,Barbara Thompson,Customer Support,Technical Support Agent,Active,E000434,11,,78146.3
HR000655,Brandon Lewis,Product Management,Product Analyst,Active,EMP000475,7,,90893.76
E000656,Angela Young,Customer Support,Technical Support Agent,Active,EMP000616,1,,57531.75
E000657,Ronald Adams,Customer Support,Technical Support Agent,Active,HR000438,2,,68442.42
E000658,Pamela Williams,Sales,Business Development Rep,Active,CV000256,0,,55835.4
HR000659,Nancy Cook,Human Resources,Talent Acquisition Lead,Active,HR000452,3,,146689.19
E000660,Stephanie Parker,IT Operations,Network Engineer,Terminated,E000567,3,2025-09-12,92086.94
CV000661,Jonathan Carter,Marketing,CMO,Active,,22,,632753.79
CV000662,Frank Anderson,Marketing,Marketing Analyst,Terminated,CV000371,4,2023-12-06,79558.12
E000663,Melissa Johnson,Finance & Accounting,Bookkeeper,Active,E000307,1,,64275.0
EMP000664,James Gonzalez,Product Management,VP of Product,Active,,4,,397102.07
CV000665,Jacob Hill,Finance & Accounting,Senior Accountant,Active,E000100,0,,126710.88
CV000666,Barbara Lee,Product Management,Product Analyst,Terminated,E000152,0,2025-04-27,71068.92
EMP000667,Janet Edwards,Human Resources,HR Specialist,Active,EMP000542,1,,92899.28
CV000668,Heather Turner,Engineering,Software Engineer,Active,HR000058,7,,89470.52
E000669,Scott Campbell,Customer Support,Support Team Lead,Terminated,E000340,0,2025-07-15,146450.7
HR000670,Rebecca Brown,Marketing,Marketing Analyst,Active,HR000288,3,,87747.16
E000671,Carolyn Perez,Human Resources,HR Manager,Active,EMP000616,20,,215299.8
EMP000672,Nancy Allen,Customer Support,Customer Success Manager,Active,CV000304,15,,247549.01
E000673,James Stewart,Sales,Sales Representative,Terminated,E000555,0,2025-08-06,57783.3
EMP000674,Elizabeth Wilson,Sales,Sales Manager,Active,CV000363,2,,147421.55
HR000675,Michelle Jackson,Human Resources,HR Business Partner,Active,CV000097,4,,66485.85
HR000676,Laura Morris,Finance & Accounting,CFO,Terminated,,14,2024-11-22,426434.25
HR000677,Donna Wilson,Engineering,QA Engineer,Terminated,CV000067,1,2025-05-12,89354.11
CV000678,Benjamin Martin,Executive Management,Director,Active,,0,,571370.53
HR000679,Amy Hernandez,IT Operations,IT Manager,Active,HR000292,4,,176035.97
EMP000680,Kathleen Robinson,Marketing,Digital Marketing Manager,Active,EMP000309,6,,187299.67
CV000681,Karen Flores,Engineering,QA Engineer,Terminated,CV000537,8,2025-05-30,112935.11
HR000682,Samuel Walker,Customer Support,Support Specialist,Active,CV000163,3,,84077.36
EMP000683,Kenneth Lopez,Customer Support,Technical Support Agent,Active,HR000111,4,,67831.18
HR000684,Ashley Scott,Human Resources,Recruiter,Active,EMP000189,1,,59899.52
E000685,Brenda Martin,Product Management,Product Analyst,Terminated,HR000355,0,2025-11-12,78890.82
HR000686,Kimberly Torres,Finance & Accounting,Bookkeeper,Active,E000307,6,,73263.18
E000687,Jeffrey Jones,Customer Support,Support Specialist,Active,CV000363,2,,88543.76
CV000688,Justin Scott,Human Resources,Recruiter,Active,E000092,0,,58504.41
E000689,Stephen Gonzalez,Customer Support,Support Specialist,Active,CV000585,10,,101932.53
EMP000690,Frank Mitchell,Marketing,CMO,Active,,3,,514964.72
HR000691,Matthew Johnson,Product Management,Product Owner,Terminated,HR000632,1,2025-06-19,48915.9
HR000692,John Roberts,Customer Support,Escalation Specialist,Terminated,E000497,0,2025-01-26,93254.83
EMP000693,Emily Adams,Human Resources,Recruiter,Terminated,HR000344,0,2024-03-19,63233.09
HR000694,Ronald Brown,Customer Support,Technical Support Agent,Terminated,E000330,0,2024-01-26,62334.62
CV000695,Joseph Hill,Engineering,Software Engineer,Terminated,HR000058,0,2024-12-16,68885.07
E000696,Matthew Cook,Executive Management,CEO,Active,,6,,502415.24
EMP000697,Jonathan Smith,Customer Support,Support Team Lead,Terminated,CV000226,5,2025-02-14,165254.0
EMP000698,Samantha King,Customer Support,Customer Success Manager,Active,HR000380,9,,176740.48
E000699,Frank Edwards,Marketing,Digital Marketing Manager,Active,E000493,6,,153696.98
CV000700,Jerry Hall,Executive Management,Chief of Staff,Active,HR000205,8,,129720.65
EMP000701,Brenda Lee,Human Resources,HR Manager,Active,CV000200,2,,145173.64
E000702,Jacob Cook,Sales,Regional Sales Director,Active,,0,,469827.62
HR000703,Charles Hill,Executive Management,Director,Active,,2,,377229.59
HR000704,Andrew King,Engineering,Tech Lead,Active,EMP000475,1,,144507.72
EMP000705,Jennifer Thomas,Sales,Sales Representative,Terminated,E000410,0,2025-01-21,63101.93
CV000706,Laura Nguyen,Marketing,Digital Marketing Manager,Terminated,E000092,1,2025-03-20,199390.92
HR000707,Mary Davis,Sales,Sales Analyst,Active,E000257,0,,88508.02
E000708,Jeffrey Sanchez,Product Management,Product Manager,Active,HR000041,3,,140026.47
CV000709,Susan Martinez,Executive Management,Director,Active,,10,,452843.38
E000710,Susan Thomas,Sales,Regional Sales Director,Active,,6,,605179.5
E000711,Shirley Moore,Finance & Accounting,Financial Analyst,Active,E000022,1,,70727.41
HR000712,Sharon Rivera,Research & Development,Principal Scientist,Active,CV000074,1,,101981.7
CV000713,Lisa Evans,Finance & Accounting,Financial Analyst,Active,HR000111,9,,107617.72
EMP000714,Robert Brown,Product Management,Product Analyst,Active,EMP000021,2,,97353.1
EMP000715,Jeffrey Nguyen,Finance & Accounting,CFO,Active,,3,,369321.26
EMP000716,Pamela Smith,Marketing,Content Manager,Active,E000250,5,,166743.9
CV000717,Katherine Parker,Executive Management,Chief of Staff,Active,CV000485,13,,152044.92
E000718,Edward Harris,Executive Management,Executive Assistant,Active,CV000101,6,,73386.18
E000719,Gary Walker,Executive Management,General Manager,Active,CV000256,1,,186515.49
CV000720,Brandon Lewis,Sales,Sales Representative,Active,E000139,6,,68235.7
EMP000721,Nicholas Robinson,Human Resources,Recruiter,Terminated,E000043,0,2024-05-23,61820.55
EMP000722,George Baker,Executive Management,Executive Assistant,Active,HR000205,3,,72387.77
E000723,Patricia Campbell,Human Resources,HR Business Partner,Active,CV000108,4,,77272.72
CV000724,Charles Carter,Engineering,Staff Engineer,Active,E000174,14,,164223.94
HR000725,Laura Cook,Sales,Sales Analyst,Active,EMP000674,0,,72785.02
CV000726,Timothy Torres,Engineering,Tech Lead,Active,EMP000166,4,,182088.67
E000727,Lisa Hill,Research & Development,Principal Scientist,Active,CV000615,11,,147488.86
CV000728,Justin Thompson,IT Operations,IT Manager,Terminated,CV000067,0,2025-10-18,136190.59
CV000729,Daniel Young,Product Management,VP of Product,Active,,11,,365428.61
E000730,Nancy Jackson,Sales,Sales Analyst,Active,EMP000483,13,,111243.49
HR000731,Patricia Moore,Finance & Accounting,Bookkeeper,Active,EMP000035,1,,46861.82
HR000732,Emily Wright,Human Resources,Recruiter,Active,HR000205,0,,64203.08
EMP000733,Jason Rodriguez,Product Management,Product Analyst,Active,E000497,3,,98030.43
HR000734,Elizabeth Wilson,Engineering,QA Engineer,Active,CV000726,11,,110821.42
EMP000735,Alexander Clark,Engineering,Senior Software Engineer,Active,CV000191,1,,138189.34
CV000736,Carol Roberts,Sales,Account Executive,Terminated,CV000363,2,2025-08-25,66834.12
EMP000737,Katherine Williams,IT Operations,IT Manager,Active,CV000067,1,,171261.86
CV000738,Frank Taylor,Executive Management,Executive Assistant,Active,CV000002,4,,56209.59
CV000739,Richard Moore,Engineering,Staff Engineer,Active,E000652,1,,142321.38
CV000740,Anna Ramirez,Executive Management,CEO,Active,,3,,421572.54
HR000741,Michelle Cook,Human Resources,Talent Acquisition Lead,Terminated,HR000355,4,2025-07-28,202180.77
CV000742,Michael Edwards,Finance & Accounting,Financial Analyst,Terminated,EMP000035,1,2025-09-13,95032.11
E000743,Mark Parker,Executive Management,Executive Assistant,Active,HR000261,6,,68560.59
E000744,Melissa Hill,Sales,Regional Sales Director,Active,,3,,503324.26
CV000745,Joshua King,Executive Management,General Manager,Active,HR000314,0,,156343.49
E000746,Amy Clark,Sales,Sales Manager,Active,E000229,7,,145174.69
EMP000747,Maria Lewis,Marketing,Marketing Analyst,Active,CV000293,11,,117542.13
E000748,Sarah Thomas,Marketing,Digital Marketing Manager,Active,EMP000135,8,,210843.71
HR000749,Linda Miller,Research & Development,R&D Director,Active,,2,,412658.49
CV000750,Joseph Lopez,Customer Support,Customer Success Manager,Active,E000340,0,,161634.84
E000751,Stephanie Rodriguez,Marketing,Marketing Analyst,Active,E000092,0,,67371.95
HR000752,Linda Smith,Human Resources,HR Specialist,Active,EMP000701,0,,94459.36
CV000753,David Lopez,Executive Management,Executive Assistant,Active,CV000726,10,,85781.8
E000754,Lisa Green,Research & Development,Research Scientist,Terminated,CV000211,0,2024-07-30,69938.72
E000755,Jason Thompson,Executive Management,CEO,Active,,2,,368033.66
EMP000756,Angela Lopez,Product Management,Senior Product Manager,Terminated,E000708,0,2025-03-03,182582.5
HR000757,Gregory Ramirez,Product Management,Product Owner,Terminated,HR000679,5,2025-05-18,64696.55
EMP000758,Donna Roberts,Human Resources,HR Business Partner,Active,HR000562,7,,75558.68
CV000759,Laura Morris,Research & Development,Data Scientist,Active,HR000347,1,,86332.41
HR000760,William Morris,Finance & Accounting,Financial Analyst,Active,EMP000448,6,,83684.0
HR000761,Steven Perez,IT Operations,System Administrator,Active,E000621,2,,71554.54
CV000762,Sandra Stewart,Product Management,Product Manager,Active,HR000041,0,,179000.33
E000763,Kathleen Allen,Product Management,Associate Product Manager,Active,HR000292,11,,189210.15
EMP000764,Linda Evans,Human Resources,Recruiter,Active,E000306,8,,84832.81
CV000765,Samuel Baker,Marketing,Content Manager,Active,HR000376,5,,176297.49
CV000766,Dennis Hall,Executive Management,Director,Active,,1,,473780.78
CV000767,Paul Parker,Finance & Accounting,CFO,Active,,0,,359107.3
HR000768,Nancy Moore,Customer Support,Technical Support Agent,Terminated,E000284,8,2025-08-19,79227.02
EMP000769,Samuel Nelson,Human Resources,Talent Acquisition Lead,Active,E000156,0,,140998.15
CV000770,Charles Martinez,Engineering,Software Engineer,Terminated,EMP000018,8,2024-06-16,84139.03
EMP000771,Sharon Harris,Engineering,Software Engineer,Active,CV000537,12,,114131.53
E000772,Stephen Garcia,Product Management,Senior Product Manager,Active,E000179,2,,156400.91
E000773,Katherine Thomas,Engineering,QA Engineer,Active,CV000537,3,,84261.82
E000774,Robert Smith,IT Operations,IT Manager,Terminated,E000107,7,2025-02-20,199207.7
CV000775,Laura Parker,Engineering,Tech Lead,Terminated,EMP000607,0,2024-02-09,160513.82
E000776,Michelle Collins,Engineering,Engineering Manager,Terminated,CV000227,0,2024-09-01,199518.23
E000777,Ronald Flores,Executive Management,General Manager,Active,CV000678,7,,183667.57
EMP000778,Timothy Wright,Executive Management,Executive Assistant,Active,HR000333,4,,64413.11
CV000779,Shirley Baker,Finance & Accounting,Bookkeeper,Active,HR000111,0,,61057.02
HR000780,Frank Hill,IT Operations,Network Engineer,Active,E000547,0,,77948.39
E000781,Mary Martin,Engineering,QA Engineer,Active,E000161,9,,121610.91
EMP000782,Ryan Young,Finance & Accounting,Financial Analyst,Active,E000307,6,,86190.66
CV000783,Jonathan Baker,Human Resources,Recruiter,Active,EMP000680,1,,59561.52
EMP000784,Angela Nguyen,Engineering,Staff Engineer,Terminated,HR000562,0,2025-07-20,139806.65
E000785,Debra Jackson,Marketing,Brand Manager,Active,HR000001,8,,173184.18
E000786,Mary Rivera,Executive Management,Director,Active,,13,,528823.87
E000787,Emily Brown,Finance & Accounting,Senior Accountant,Active,HR000081,1,,134914.85
HR000788,Michael Garcia,Finance & Accounting,Bookkeeper,Active,E000100,5,,71958.34
EMP000789,Thomas Clark,Engineering,Staff Engineer,Active,HR000011,14,,173088.31
CV000790,Joseph Torres,Marketing,Marketing Specialist,Terminated,EMP000605,4,2025-05-26,104327.98
CV000791,Jack Stewart,Sales,Business Development Rep,Active,E000744,2,,69031.91
E000792,Debra Smith,Sales,Regional Sales Director,Terminated,,1,2024-07-04,599894.89
E000793,Rachel Jackson,IT Operations,IT Manager,Terminated,HR000679,0,2024-04-02,162782.77
HR000794,Kathleen Roberts,Engineering,Staff Engineer,Active,CV000213,9,,138183.87
EMP000795,Anna Garcia,IT Operations,IT Manager,Active,E000621,7,,164257.61
EMP000796,Donna Wilson,Marketing,Brand Manager,Active,E000156,1,,190697.83
HR000797,Emily Wright,Research & Development,Research Scientist,Active,HR000749,6,,97022.24
EMP000798,Nancy Lee,IT Operations,IT Specialist,Active,HR000632,12,,121065.71
HR000799,Carol Brown,Finance & Accounting,Controller,Active,HR000111,13,,90691.36
E000800,Patrick Evans,Sales,Sales Analyst,Active,EMP000071,0,,92069.4
E000801,Raymond Hill,Engineering,Senior Software Engineer,Terminated,EMP000605,0,2024-12-31,99505.27
E000802,Debra Harris,Sales,Business Development Rep,Active,E000567,6,,56494.14
EMP000803,Rachel Garcia,Customer Support,Support Specialist,Terminated,EMP000546,11,2024-10-01,101638.18
E000804,Kenneth Davis,Marketing,Content Manager,Active,EMP000796,9,,223704.42
EMP000805,Samantha Stewart,Executive Management,General Manager,Active,E000586,0,,196910.31
EMP000806,Carolyn Mitchell,Executive Management,CEO,Active,,2,,410762.11
EMP000807,James Sanchez,Product Management,VP of Product,Active,,4,,379687.88
EMP000808,Amanda Rodriguez,Sales,Account Executive,Terminated,E000088,2,2025-01-29,64000.52
EMP000809,Samuel Perez,Executive Management,Executive Assistant,Active,HR000344,11,,89800.06
CV000810,Deborah Jones,Sales,Sales Representative,Active,E000059,2,,68758.98
HR000811,William Wright,Research & Development,R&D Director,Active,,2,,548624.55
CV000812,Raymond Gonzalez,Executive Management,General Manager,Terminated,HR000025,1,2024-07-18,201956.31
HR000813,Maria Edwards,Customer Support,Customer Success Manager,Active,E000100,1,,176237.75
HR000814,Nancy Jackson,Engineering,Staff Engineer,Active,HR000704,3,,103354.3
CV000815,Mark Martin,Marketing,Marketing Specialist,Terminated,E000336,0,2024-02-19,65958.45
E000816,Ashley Smith,Customer Support,Support Specialist,Terminated,HR000042,0,2024-01-08,71598.32
CV000817,Carol Carter,Executive Management,Executive Assistant,Active,EMP000216,7,,69567.98
HR000818,Lisa Sanchez,Sales,Account Executive,Active,EMP000018,15,,88128.81
HR000819,Melissa Thompson,Human Resources,Recruiter,Terminated,EMP000182,0,2024-12-15,54267.35
EMP000820,Alexander Carter,Human Resources,HR Specialist,Terminated,EMP000199,0,2024-06-13,93723.06
E000821,Janet Smith,Marketing,Marketing Analyst,Terminated,HR000503,0,2024-04-09,68361.94
CV000822,Rachel Walker,Customer Support,Support Specialist,Active,EMP000520,2,,91331.95
EMP000823,William Scott,Research & Development,Principal Scientist,Active,EMP000796,14,,156423.37
HR000824,Nicholas Rodriguez,Customer Support,Support Team Lead,Terminated,CV000750,0,2025-04-12,168583.99
HR000825,Michael Taylor,Engineering,Tech Lead,Active,EMP000166,1,,179313.16
HR000826,Gregory Rodriguez,Sales,Account Executive,Terminated,CV000223,0,2025-07-21,46014.15
CV000827,Amy Thompson,Customer Support,Support Specialist,Active,CV000200,1,,69178.57
E000828,Stephanie Gonzalez,Sales,Business Development Rep,Active,E000555,20,,91602.59
EMP000829,Emma Miller,Executive Management,Executive Assistant,Active,CV000709,1,,61711.55
EMP000830,Michelle Harris,Executive Management,Director,Active,,9,,553632.73
E000831,Steven Thomas,Human Resources,HR Manager,Terminated,CV000252,0,2025-10-06,141354.17
CV000832,Brenda Stewart,Marketing,Brand Manager,Active,HR000046,9,,192068.72
CV000833,David Torres,Human Resources,Talent Acquisition Lead,Active,HR000373,2,,173926.72
CV000834,Gregory Martin,Executive Management,Vice President,Active,,6,,317379.12
E000835,Ryan Gonzalez,Customer Support,Technical Support Agent,Active,CV000226,2,,66415.83
EMP000836,Emily Baker,Customer Support,Support Specialist,Active,CV000766,5,,100088.47
HR000837,Karen Green,IT Operations,IT Manager,Active,EMP000737,1,,139065.8
HR000838,Patrick Jackson,Finance & Accounting,Senior Accountant,Active,E000088,10,,139744.38
CV000839,Frank Thomas,Engineering,Software Engineer,Active,EMP000018,6,,98443.97
E000840,Rachel Torres,Product Management,Product Analyst,Active,CV000396,2,,87418.92
EMP000841,George Thomas,Research & Development,ML Engineer,Active,HR000749,4,,87054.66
E000842,Margaret Morris,Product Management,Senior Product Manager,Active,EMP000021,0,,155895.74
HR000843,Kevin Lopez,Research & Development,Principal Scientist,Active,CV000211,0,,111704.71
E000844,Ryan Collins,Product Management,Senior Product Manager,Active,CV000396,1,,174248.93
EMP000845,Raymond Taylor,Human Resources,HR Business Partner,Active,EMP000167,1,,51233.54
EMP000846,Pamela Clark,IT Operations,IT Manager,Terminated,HR000023,7,2024-02-10,210937.62
E000847,Shirley Evans,Marketing,Content Manager,Terminated,EMP000077,0,2025-05-02,155785.22
HR000848,Catherine Morris,Customer Support,Support Team Lead,Terminated,EMP000672,10,2024-07-11,187355.55
CV000849,Samuel Cook,Sales,Business Development Rep,Terminated,CV000311,3,2024-09-18,71786.04
CV000850,Rebecca Gonzalez,IT Operations,IT Specialist,Active,EMP000546,0,,66858.36
EMP000851,John Cook,Marketing,Digital Marketing Manager,Active,E000156,5,,147276.97
HR000852,Nancy Lee,Finance & Accounting,CFO,Active,,9,,473363.27
E000853,Jerry Murphy,IT Operations,IT Specialist,Active,HR000042,3,,75870.62
HR000854,Eric Roberts,Research & Development,Data Scientist,Active,CV000615,11,,101435.62
CV000855,Sarah Campbell,Marketing,Marketing Analyst,Active,CV000244,2,,91351.22
HR000856,Frank Flores,IT Operations,Security Analyst,Active,CV000311,4,,81014.33
CV000857,Mark Ramirez,Research & Development,Research Scientist,Active,HR000011,3,,89418.23
E000858,Jessica Carter,Human Resources,Recruiter,Terminated,EMP000167,8,2025-08-22,60969.94
E000859,Stephen Baker,Human Resources,CHRO,Active,,16,,637509.16
HR000860,Heather Sanchez,Finance & Accounting,Senior Accountant,Active,CV000163,1,,103903.59
HR000861,Charles Murphy,Human Resources,HR Specialist,Active,E000534,5,,88804.92
EMP000862,Daniel Campbell,Marketing,Brand Manager,Terminated,CV000508,0,2024-01-31,192189.95
E000863,Ashley Parker,Finance & Accounting,Senior Accountant,Terminated,HR000852,0,2024-01-17,118920.77
EMP000864,Stephen Martin,Engineering,Engineering Manager,Terminated,HR000333,4,2024-01-26,199381.48
E000865,Christine Sanchez,IT Operations,Security Analyst,Active,EMP000795,8,,95537.68
EMP000866,Daniel Cook,Engineering,Tech Lead,Terminated,CV000246,0,2025-02-27,148736.77
EMP000867,Larry Campbell,Research & Development,Principal Scientist,Terminated,HR000811,20,2025-07-15,168926.05
HR000868,Lisa Ramirez,Customer Support,Support Specialist,Terminated,E000179,0,2025-09-18,79883.91
CV000869,Dennis Rivera,Research & Development,Principal Scientist,Terminated,EMP000607,2,2024-09-22,129254.9
CV000870,Sandra Garcia,Executive Management,Vice President,Terminated,,0,2024-12-20,351242.51
E000871,Amanda Thomas,IT Operations,IT Manager,Active,CV000067,5,,195380.94
EMP000872,John Allen,Executive Management,CEO,Active,,2,,390115.63
EMP000873,Patricia Roberts,Marketing,Brand Manager,Active,EMP000796,8,,166151.78
CV000874,Edward Scott,Finance & Accounting,Controller,Active,E000307,1,,62839.82
HR000875,Barbara Clark,IT Operations,IT Specialist,Active,CV000371,11,,120604.1
CV000876,Betty Williams,Executive Management,CEO,Active,,2,,460745.76
CV000877,Barbara Davis,Executive Management,CEO,Active,,2,,450316.47
E000878,Daniel White,Marketing,Marketing Specialist,Terminated,HR000288,0,2025-09-13,77405.76
E000879,Shirley Flores,Human Resources,HR Business Partner,Active,CV000646,7,,71037.76
HR000880,Joshua Rivera,Product Management,Product Manager,Active,HR000492,7,,153266.79
CV000881,Emily Nguyen,Finance & Accounting,Financial Analyst,Active,HR000111,1,,94574.04
E000882,Scott Campbell,Finance & Accounting,CFO,Active,,13,,562448.47
E000883,Donald Hernandez,Engineering,Software Engineer,Terminated,EMP000166,25,2025-01-02,153878.73
EMP000884,Betty Jackson,Research & Development,ML Engineer,Active,E000044,2,,75158.76
E000885,Emily Torres,Research & Development,ML Engineer,Active,HR000011,2,,89962.39
CV000886,Thomas Roberts,Engineering,Senior Software Engineer,Active,CV000833,6,,148168.88
HR000887,Kevin Nguyen,Marketing,CMO,Terminated,,5,2024-04-24,362792.74
E000888,Steven Rivera,Marketing,Marketing Analyst,Terminated,EMP000077,1,2024-05-26,76836.43
HR000889,Anthony Jackson,Customer Support,Technical Support Agent,Terminated,E000284,8,2024-10-12,72936.11
EMP000890,John Martin,IT Operations,IT Manager,Active,HR000837,2,,170628.21
EMP000891,Stephen Turner,Marketing,CMO,Active,,6,,575779.28
E000892,Laura Stewart,Product Management,Product Manager,Terminated,HR000523,3,2025-04-13,138257.73
HR000893,Charles Hernandez,Human Resources,HR Business Partner,Active,HR000581,14,,84586.29
HR000894,Thomas King,Customer Support,Escalation Specialist,Active,HR000813,7,,76117.72
EMP000895,James Anderson,Sales,Account Executive,Active,EMP000189,1,,56136.05
E000896,Sharon Martinez,Finance & Accounting,Bookkeeper,Active,CV000074,4,,63311.0
HR000897,Michael Garcia,Customer Support,Technical Support Agent,Active,E000284,6,,65839.85
HR000898,Thomas Wright,Product Management,Product Analyst,Terminated,HR000023,0,2025-06-19,82445.83
CV000899,Andrew Brown,Marketing,Marketing Specialist,Active,EMP000872,2,,83922.31
HR000900,Dorothy Evans,Product Management,Product Analyst,Terminated,CV000387,0,2024-11-29,83021.61
E000901,Karen Turner,Finance & Accounting,CFO,Terminated,,0,2024-04-13,582783.51
HR000902,Stephanie Carter,Human Resources,HR Manager,Active,HR000344,6,,200707.79
CV000903,Pamela Roberts,Engineering,Senior Software Engineer,Active,HR000376,0,,139069.69
HR000904,Raymond Murphy,Engineering,Staff Engineer,Active,HR000825,9,,145846.08
CV000905,Susan Nguyen,Executive Management,Executive Assistant,Terminated,EMP000166,1,2024-07-16,59173.47
CV000906,Ashley Anderson,Human Resources,Talent Acquisition Lead,Active,EMP000167,1,,191543.78
E000907,Debra Phillips,Product Management,Associate Product Manager,Active,HR000001,10,,219717.98
EMP000908,Michelle Lewis,Sales,Sales Manager,Terminated,E000439,3,2024-08-14,173211.61
CV000909,James Collins,Marketing,Marketing Analyst,Active,CV000765,5,,100690.19
E000910,Helen Hall,Customer Support,Support Team Lead,Active,EMP000483,2,,146828.81
EMP000911,Jeffrey Murphy,Finance & Accounting,Controller,Active,E000022,1,,65081.96
HR000912,Scott Rodriguez,Sales,Business Development Rep,Terminated,EMP000135,2,2024-10-08,54053.87
HR000913,Christopher Nguyen,Marketing,Digital Marketing Manager,Active,CV000406,7,,178471.46
E000914,Christine Carter,Customer Support,Support Specialist,Active,HR000042,2,,88201.35
EMP000915,Matthew Wilson,Engineering,Senior Software Engineer,Active,CV000537,5,,111922.97
EMP000916,Daniel Edwards,Customer Support,Support Specialist,Active,E000804,14,,93129.16
EMP000917,Anna Martinez,Research & Development,Principal Scientist,Active,E000156,2,,118063.87
CV000918,Michelle Martin,Customer Support,Support Specialist,Active,EMP000672,0,,82100.52
EMP000919,Kenneth King,Marketing,CMO,Active,,16,,464852.03
HR000920,Janet Rodriguez,IT Operations,DevOps Engineer,Active,EMP000216,5,,77845.21
EMP000921,John Martin,Engineering,Software Engineer,Active,EMP000167,1,,83680.39
EMP000922,Jacob Collins,Executive Management,Chief of Staff,Terminated,E000719,0,2023-12-26,121465.74
EMP000923,Nicholas Hall,IT Operations,System Administrator,Terminated,E000567,6,2025-11-30,58625.63
EMP000924,Brian Cook,IT Operations,IT Manager,Terminated,CV000067,0,2024-02-25,168078.03
HR000925,Nancy Moore,IT Operations,Security Analyst,Active,EMP000795,11,,93653.66
HR000926,Michael Lewis,Research & Development,Principal Scientist,Active,CV000074,5,,124722.63
E000927,Nicholas Flores,Research & Development,R&D Director,Active,,7,,427558.88
HR000928,Benjamin Wright,Research & Development,Data Scientist,Terminated,HR000811,2,2025-09-17,81440.62
CV000929,Raymond Allen,Customer Support,Technical Support Agent,Active,EMP000698,11,,80318.81
CV000930,Eric Walker,Marketing,CMO,Active,,13,,563722.67
EMP000931,Deborah Miller,Sales,Regional Sales Director,Active,,7,,577007.37
E000932,Ashley Roberts,Engineering,QA Engineer,Active,E000417,0,,93695.67
CV000933,Emma Edwards,Human Resources,CHRO,Terminated,,1,2025-07-01,440371.44
CV000934,Melissa Hall,Research & Development,Principal Scientist,Active,E000034,2,,137827.75
E000935,Joshua Flores,Human Resources,HR Business Partner,Terminated,EMP000448,4,2024-09-03,65487.96
CV000936,Justin Collins,Executive Management,Director,Active,,2,,391189.45
E000937,Elizabeth Carter,Finance & Accounting,Bookkeeper,Active,CV000767,4,,66124.17
E000938,Stephanie Moore,Engineering,QA Engineer,Active,E000338,1,,82838.58
E000939,Shirley Green,Marketing,Content Manager,Active,EMP000309,2,,191916.01
EMP000940,Mary Turner,Executive Management,Vice President,Terminated,,5,2025-06-10,321822.47
E000941,Charles Sanchez,Customer Support,Support Team Lead,Active,E000024,0,,168701.39
E000942,Shirley Miller,IT Operations,System Administrator,Active,E000047,4,,66427.88
E000943,Brandon Hill,Finance & Accounting,Financial Analyst,Active,CV000290,8,,92075.79
E000944,Michael Smith,IT Operations,System Administrator,Active,HR000679,5,,74897.48
E000945,John Murphy,Marketing,Brand Manager,Active,HR000398,1,,186323.7
CV000946,Laura Torres,Sales,Sales Analyst,Active,E000702,7,,115663.71
EMP000947,John Davis,IT Operations,IT Specialist,Active,E000262,2,,72179.89
CV000948,Kathleen Moore,Marketing,Brand Manager,Active,HR000288,4,,200728.02
EMP000949,Jerry Rodriguez,Engineering,Tech Lead,Terminated,CV000246,12,2025-05-31,193203.92
CV000950,Kevin Thomas,IT Operations,IT Manager,Active,E000262,5,,195967.93
CV000951,Anna Jackson,Marketing,Digital Marketing Manager,Active,E000804,4,,163644.29
EMP000952,Thomas Jackson,Marketing,CMO,Active,,2,,528785.71
HR000953,Jack Thomas,Research & Development,Data Scientist,Active,HR000749,5,,109880.6
E000954,Amy Hernandez,Research & Development,ML Engineer,Active,HR000316,3,,80164.89
E000955,Lisa Lopez,Executive Management,CEO,Active,,1,,439431.37
EMP000956,Melissa Flores,Engineering,Staff Engineer,Terminated,HR000058,0,2024-03-29,97350.14
E000957,Laura Robinson,Product Management,Product Owner,Active,CV000311,3,,66860.69
HR000958,Ryan Davis,Marketing,Marketing Analyst,Active,EMP000539,1,,85243.84
HR000959,Kevin Anderson,Finance & Accounting,Bookkeeper,Active,HR000081,3,,53329.71
CV000960,Jennifer Allen,Finance & Accounting,Bookkeeper,Active,HR000111,3,,68822.67
E000961,James Jackson,Human Resources,Talent Acquisition Lead,Active,EMP000542,1,,154810.81
CV000962,Jacob Phillips,Human Resources,HR Specialist,Terminated,E000671,0,2025-02-20,68221.4
HR000963,Barbara Mitchell,Finance & Accounting,Controller,Active,HR000081,6,,77051.98
